relative_path,status,before_bytes,after_bytes,started_at,finished_at,error
"quan_he_xa_hoi/so_sanh_quan_he_xa_hoi_roi_loan_pho_tu_ky_15_23_006.mp4",success,1906089,339570,"2026-08-16T22:43:54.0167682+07:00","2026-08-16T22:43:54.5424350+07:00",""
"quan_he_xa_hoi/so_sanh_quan_he_xa_hoi_roi_loan_pho_tu_ky_15_23_008.mp4",success,2723236,2637465,"2026-08-16T22:43:54.5469423+07:00","2026-08-16T22:43:57.3504402+07:00",""
"quan_he_xa_hoi/so_sanh_quan_he_xa_hoi_roi_loan_pho_tu_ky_24_47_006.mp4",success,23028286,9715042,"2026-08-16T22:43:57.3514277+07:00","2026-08-16T22:44:07.1981423+07:00",""
"quan_he_xa_hoi/so_sanh_quan_he_xa_hoi_roi_loan_pho_tu_ky_24_47_009.mp4",success,16449692,3148284,"2026-08-16T22:44:07.2001430+07:00","2026-08-16T22:44:11.5270562+07:00",""
"quan_he_xa_hoi/so_sanh_quan_he_xa_hoi_roi_loan_pho_tu_ky_24_47_010.mp4",success,20762013,10288356,"2026-08-16T22:44:11.5290440+07:00","2026-08-16T22:44:20.1263422+07:00",""
"quan_he_xa_hoi/so_sanh_quan_he_xa_hoi_roi_loan_pho_tu_ky_24_47_011.mp4",success,14510256,4798394,"2026-08-16T22:44:20.1273469+07:00","2026-08-16T22:44:24.0282555+07:00",""
"quan_he_xa_hoi/so_sanh_quan_he_xa_hoi_roi_loan_pho_tu_ky_48_60_003.mp4",success,2137170,1512662,"2026-08-16T22:44:24.0302536+07:00","2026-08-16T22:44:25.6068918+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_15_23_001.mp4",success,2144374,950472,"2026-08-16T22:44:25.6094109+07:00","2026-08-16T22:44:27.1480407+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_15_23_002.mp4",skipped_small,839182,839182,"2026-08-16T22:44:27.1500456+07:00","2026-08-16T22:44:27.1500456+07:00","Source <= 1 MiB; preserved as already small."
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_15_23_003.mp4",success,2320157,1435835,"2026-08-16T22:44:27.1705891+07:00","2026-08-16T22:44:28.7442601+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_15_23_004.mp4",success,2957518,693624,"2026-08-16T22:44:28.7462775+07:00","2026-08-16T22:44:30.1224181+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_15_23_005.mp4",success,5972753,1778446,"2026-08-16T22:44:30.1239439+07:00","2026-08-16T22:44:33.1327373+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_15_23_006.mp4",success,3272294,1176716,"2026-08-16T22:44:33.1337383+07:00","2026-08-16T22:44:35.1677569+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_15_23_007.mp4",success,1281916,457610,"2026-08-16T22:44:35.1687564+07:00","2026-08-16T22:44:36.0788699+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_15_23_008.mp4",success,8319011,2154830,"2026-08-16T22:44:36.0808688+07:00","2026-08-16T22:44:38.6849564+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_15_23_014.mp4",success,2144374,950472,"2026-08-16T22:44:38.6880361+07:00","2026-08-16T22:44:40.4510152+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_24_47_001.mp4",success,96830692,66663574,"2026-08-16T22:44:40.4535210+07:00","2026-08-16T22:45:44.3159904+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_24_47_002.mp4",success,8935051,7020789,"2026-08-16T22:45:44.3170057+07:00","2026-08-16T22:45:52.9312958+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_24_47_003.mp4",success,4770306,2651195,"2026-08-16T22:45:52.9323014+07:00","2026-08-16T22:45:55.7320794+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_24_47_004.mp4",success,11509169,9395715,"2026-08-16T22:45:55.7346073+07:00","2026-08-16T22:46:06.1172957+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_24_47_005.mp4",success,2258595,1929226,"2026-08-16T22:46:06.1192885+07:00","2026-08-16T22:46:07.8052984+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_48_60_001.mp4",success,4129232,1541076,"2026-08-16T22:46:07.8073067+07:00","2026-08-16T22:46:09.5006067+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_48_60_002.mp4",success,3452009,2106445,"2026-08-16T22:46:09.5026069+07:00","2026-08-16T22:46:12.4748600+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_48_60_003.mp4",success,3892711,905915,"2026-08-16T22:46:12.4763685+07:00","2026-08-16T22:46:13.8998192+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_48_60_004.mp4",success,3200790,1065849,"2026-08-16T22:46:13.9018208+07:00","2026-08-16T22:46:15.1187165+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_binh_thuong_48_60_005.mp4",success,15405732,2356911,"2026-08-16T22:46:15.1207175+07:00","2026-08-16T22:46:18.6791409+07:00",""
"sinh_hoat_ca_nhan/so_sanh_sinh_hoat_ca_nhan_roi_loan_pho_tu_ky_48_60_009.mp4",success,4338351,1783037,"2026-08-16T22:46:18.6811428+07:00","2026-08-16T22:46:21.6787158+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_001.mp4",success,8442108,1464182,"2026-08-16T22:46:21.6798780+07:00","2026-08-16T22:46:23.3763696+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_002.mp4",success,6464599,1156020,"2026-08-16T22:46:23.3783678+07:00","2026-08-16T22:46:24.6158844+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_003.mp4",success,1370311,710504,"2026-08-16T22:46:24.6178865+07:00","2026-08-16T22:46:25.7182676+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_004.mp4",success,6368153,818134,"2026-08-16T22:46:25.7202660+07:00","2026-08-16T22:46:27.1689795+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_005.mp4",success,11407759,4452465,"2026-08-16T22:46:27.1709834+07:00","2026-08-16T22:46:33.6721264+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_006.mp4",success,1449259,951105,"2026-08-16T22:46:33.6746455+07:00","2026-08-16T22:46:35.0362310+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_007.mp4",success,2262650,1441175,"2026-08-16T22:46:35.0382313+07:00","2026-08-16T22:46:37.0278728+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_008.mp4",success,2782070,1706742,"2026-08-16T22:46:37.0298794+07:00","2026-08-16T22:46:38.8943535+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_009.mp4",success,3233666,2618465,"2026-08-16T22:46:38.8963583+07:00","2026-08-16T22:46:41.4073824+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_010.mp4",success,7386776,5714214,"2026-08-16T22:46:41.4093837+07:00","2026-08-16T22:46:46.6280047+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_011.mp4",success,2634497,1541115,"2026-08-16T22:46:46.6300051+07:00","2026-08-16T22:46:48.6338484+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_019.mp4",success,12792419,7956227,"2026-08-16T22:46:48.6358629+07:00","2026-08-16T22:46:58.6614145+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_020.mp4",success,7140381,1898316,"2026-08-16T22:46:58.6636845+07:00","2026-08-16T22:47:00.7082330+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_15_23_021.mp4",success,17879372,1737697,"2026-08-16T22:47:00.7102314+07:00","2026-08-16T22:47:03.9651246+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_001.mp4",skipped_small,738331,738331,"2026-08-16T22:47:03.9671238+07:00","2026-08-16T22:47:03.9671238+07:00","Source <= 1 MiB; preserved as already small."
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_003.mp4",success,2886679,917588,"2026-08-16T22:47:03.9871634+07:00","2026-08-16T22:47:05.0781892+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_004.mp4",skipped_small,864761,864761,"2026-08-16T22:47:05.0801831+07:00","2026-08-16T22:47:05.0801831+07:00","Source <= 1 MiB; preserved as already small."
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_005.mp4",success,1398570,642703,"2026-08-16T22:47:05.1038630+07:00","2026-08-16T22:47:06.0637188+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_006.mp4",success,1147949,337694,"2026-08-16T22:47:06.0669119+07:00","2026-08-16T22:47:06.6244590+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_007.mp4",skipped_small,393371,393371,"2026-08-16T22:47:06.6264688+07:00","2026-08-16T22:47:06.6274682+07:00","Source <= 1 MiB; preserved as already small."
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_008.mp4",success,9681962,6211477,"2026-08-16T22:47:06.6530312+07:00","2026-08-16T22:47:14.3238567+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_009.mp4",skipped_small,945099,945099,"2026-08-16T22:47:14.3258680+07:00","2026-08-16T22:47:14.3268673+07:00","Source <= 1 MiB; preserved as already small."
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_010.mp4",success,1209346,791515,"2026-08-16T22:47:14.3449149+07:00","2026-08-16T22:47:15.6589074+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_012.mp4",success,4625925,3315018,"2026-08-16T22:47:15.6609061+07:00","2026-08-16T22:47:20.8374747+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_013.mp4",skipped_small,805305,805305,"2026-08-16T22:47:20.8394844+07:00","2026-08-16T22:47:20.8404823+07:00","Source <= 1 MiB; preserved as already small."
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_015.mp4",skipped_small,464645,464645,"2026-08-16T22:47:20.8590170+07:00","2026-08-16T22:47:20.8600170+07:00","Source <= 1 MiB; preserved as already small."
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_24_47_016.mp4",success,2255534,1356095,"2026-08-16T22:47:20.8749646+07:00","2026-08-16T22:47:22.2240736+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_48_60_001.mp4",success,1053750,428040,"2026-08-16T22:47:22.2260906+07:00","2026-08-16T22:47:22.8903468+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_48_60_002.mp4",success,2079168,1338723,"2026-08-16T22:47:22.8923461+07:00","2026-08-16T22:47:24.4725871+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_48_60_006.mp4",success,2391732,706357,"2026-08-16T22:47:24.4741022+07:00","2026-08-16T22:47:25.2636037+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_48_60_007.mp4",success,16041424,7907993,"2026-08-16T22:47:25.2656131+07:00","2026-08-16T22:47:34.7751153+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_48_60_008.mp4",success,7401340,4367193,"2026-08-16T22:47:34.7771235+07:00","2026-08-16T22:47:38.0794311+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_binh_thuong_48_60_009.mp4",success,1507748,881979,"2026-08-16T22:47:38.0814327+07:00","2026-08-16T22:47:39.4873323+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_roi_loan_pho_tu_ky_15_23_001.mp4",success,4896069,1020801,"2026-08-16T22:47:39.4893769+07:00","2026-08-16T22:47:40.9450064+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_roi_loan_pho_tu_ky_15_23_012.mp4",success,5254104,1122223,"2026-08-16T22:47:40.9471861+07:00","2026-08-16T22:47:42.2189561+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_roi_loan_pho_tu_ky_15_23_013.mp4",success,19939399,3133706,"2026-08-16T22:47:42.2212618+07:00","2026-08-16T22:47:46.2945955+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_roi_loan_pho_tu_ky_15_23_014.mp4",success,1968047,504725,"2026-08-16T22:47:46.2959063+07:00","2026-08-16T22:47:46.9460180+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_roi_loan_pho_tu_ky_15_23_015.mp4",success,7420937,2422510,"2026-08-16T22:47:46.9483401+07:00","2026-08-16T22:47:49.6547236+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_roi_loan_pho_tu_ky_15_23_016.mp4",success,4430889,1851380,"2026-08-16T22:47:49.6567244+07:00","2026-08-16T22:47:51.2597081+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_roi_loan_pho_tu_ky_24_47_002.mp4",success,20762013,10288356,"2026-08-16T22:47:51.2607063+07:00","2026-08-16T22:48:00.0028525+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_roi_loan_pho_tu_ky_24_47_024.mp4",success,23028287,9715042,"2026-08-16T22:48:00.0038528+07:00","2026-08-16T22:48:09.6525655+07:00",""
"sinh_hoc/so_sanh_sinh_hoc_roi_loan_pho_tu_ky_24_47_025.mp4",success,20762014,10288356,"2026-08-16T22:48:09.6540709+07:00","2026-08-16T22:48:18.5950925+07:00",""
